state_province_name_id,state_province_name,country_iso,country,state_province_id,state_province,state_province_ascii
2,Waqooyi Galbeed Region,SO,Somalia,50360,Gobolka Woqooyi Galbeed,Gobolka Woqooyi Galbeed
3,Woqooyi Galbeed,SO,Somalia,50360,Gobolka Woqooyi Galbeed,Gobolka Woqooyi Galbeed
4,وقويي جالبيد‎,SO,Somalia,50360,Gobolka Woqooyi Galbeed,Gobolka Woqooyi Galbeed
6,Togdheer,SO,Somalia,51230,Gobolka Togdheer,Gobolka Togdheer
7,Togdheer Region,SO,Somalia,51230,Gobolka Togdheer,Gobolka Togdheer
8,تُوجدَير‎,SO,Somalia,51230,Gobolka Togdheer,Gobolka Togdheer
10,Lower Shabeelle,SO,Somalia,51966,Gobolka Shabeellaha Hoose,Gobolka Shabeellaha Hoose
11,Shabeele Hoose Region,SO,Somalia,51966,Gobolka Shabeellaha Hoose,Gobolka Shabeellaha Hoose
12,Shabeellaha Hoose,SO,Somalia,51966,Gobolka Shabeellaha Hoose,Gobolka Shabeellaha Hoose
13,شبيلي السفلى,SO,Somalia,51966,Gobolka Shabeellaha Hoose,Gobolka Shabeellaha Hoose
15,Middle Shabeelle,SO,Somalia,51967,Gobolka Shabeellaha Dhexe,Gobolka Shabeellaha Dhexe
16,Middle Shabele,SO,Somalia,51967,Gobolka Shabeellaha Dhexe,Gobolka Shabeellaha Dhexe
17,Shabeele Dhexe Region,SO,Somalia,51967,Gobolka Shabeellaha Dhexe,Gobolka Shabeellaha Dhexe
18,Shabeellaha Dhexe,SO,Somalia,51967,Gobolka Shabeellaha Dhexe,Gobolka Shabeellaha Dhexe
20,Sanaag,SO,Somalia,52187,Gobolka Sanaag,Gobolka Sanaag
21,Sanaag Region,SO,Somalia,52187,Gobolka Sanaag,Gobolka Sanaag
22,سناج,SO,Somalia,52187,Gobolka Sanaag,Gobolka Sanaag
24,Nugaal,SO,Somalia,53477,Gobolka Nugaal,Gobolka Nugaal
25,Nugaal Region,SO,Somalia,53477,Gobolka Nugaal,Gobolka Nugaal
26,نوغال,SO,Somalia,53477,Gobolka Nugaal,Gobolka Nugaal
28,Mudug,SO,Somalia,53707,Gobolka Mudug,Gobolka Mudug
29,Mudug Region,SO,Somalia,53707,Gobolka Mudug,Gobolka Mudug
30,مدق,SO,Somalia,53707,Gobolka Mudug,Gobolka Mudug
32,Jubbada Hoose,SO,Somalia,56083,Gobolka Jubbada Hoose,Gobolka Jubbada Hoose
33,Jubbada Hoose Region,SO,Somalia,56083,Gobolka Jubbada Hoose,Gobolka Jubbada Hoose
34,Lower Juba,SO,Somalia,56083,Gobolka Jubbada Hoose,Gobolka Jubbada Hoose
35,Lower Jubba,SO,Somalia,56083,Gobolka Jubbada Hoose,Gobolka Jubbada Hoose
37,Jubbada Dhexe,SO,Somalia,56084,Gobolka Jubbada Dhexe,Gobolka Jubbada Dhexe
38,Jubbada Dhexe Region,SO,Somalia,56084,Gobolka Jubbada Dhexe,Gobolka Jubbada Dhexe
39,Middle Juba,SO,Somalia,56084,Gobolka Jubbada Dhexe,Gobolka Jubbada Dhexe
40,Middle Jubba,SO,Somalia,56084,Gobolka Jubbada Dhexe,Gobolka Jubbada Dhexe
41,Commissariat de l’Uebi Scebeli,SO,Somalia,57060,Gobolka Hiiraan,Gobolka Hiiraan
43,Hiiraan,SO,Somalia,57060,Gobolka Hiiraan,Gobolka Hiiraan
44,Hiiran Region,SO,Somalia,57060,Gobolka Hiiraan,Gobolka Hiiraan
45,حيران‎,SO,Somalia,57060,Gobolka Hiiraan,Gobolka Hiiraan
46,Gedo,SO,Somalia,58802,Gobolka Gedo,Gobolka Gedo
47,Gedo Region,SO,Somalia,58802,Gobolka Gedo,Gobolka Gedo
49,جوبا الوسطى‎,SO,Somalia,58802,Gobolka Gedo,Gobolka Gedo
50,Galgadud Region,SO,Somalia,59362,Gobolka Galguduud,Gobolka Galguduud
51,Galguduud,SO,Somalia,59362,Gobolka Galguduud,Gobolka Galguduud
53,جلجدود‎,SO,Somalia,59362,Gobolka Galguduud,Gobolka Galguduud
54,Bay,SO,Somalia,64538,Gobolka Bay,Gobolka Bay
55,Bay Region,SO,Somalia,64538,Gobolka Bay,Gobolka Bay
57,باي,SO,Somalia,64538,Gobolka Bay,Gobolka Bay
58,Bari,SO,Somalia,64661,Gobolka Bari,Gobolka Bari
59,Bari Region,SO,Somalia,64661,Gobolka Bari,Gobolka Bari
61,باري‎,SO,Somalia,64661,Gobolka Bari,Gobolka Bari
62,Banaadir,SO,Somalia,64833,Gobolka Banaadir,Gobolka Banaadir
63,Banadir Region,SO,Somalia,64833,Gobolka Banaadir,Gobolka Banaadir
65,بنادر‎,SO,Somalia,64833,Gobolka Banaadir,Gobolka Banaadir
66,Bakool,SO,Somalia,64982,Gobolka Bakool,Gobolka Bakool
67,Bakool Region,SO,Somalia,64982,Gobolka Bakool,Gobolka Bakool
71,Ta'izz,YE,Yemen,70222,Muḩāfaz̧at Ta‘izz,Muhafazat Ta`izz
72,Ta‘izz,YE,Yemen,70222,Muḩāfaz̧at Ta‘izz,Muhafazat Ta`izz
73,تعز,YE,Yemen,70222,Muḩāfaz̧at Ta‘izz,Muhafazat Ta`izz
74,محافظة تعز,YE,Yemen,70222,Muḩāfaz̧at Ta‘izz,Muhafazat Ta`izz
75,샤브와 주,YE,Yemen,70935,Shabwah,Shabwah
76,Gobernación de Shabwah,YE,Yemen,70935,Shabwah,Shabwah
77,Gouvernement Schabwa,YE,Yemen,70935,Shabwah,Shabwah
78,Governació de Xabwa,YE,Yemen,70935,Shabwah,Shabwah
79,Governatorato di Shabwa,YE,Yemen,70935,Shabwah,Shabwah
80,Guvernoratul Shabwah,YE,Yemen,70935,Shabwah,Shabwah
81,Kegubernuran Shabwah,YE,Yemen,70935,Shabwah,Shabwah
82,Provinco Ŝabua,YE,Yemen,70935,Shabwah,Shabwah
83,Šabva,YE,Yemen,70935,Shabwah,Shabwah
84,Şabva ili,YE,Yemen,70935,Shabwah,Shabwah
85,Sabva kormányzóság,YE,Yemen,70935,Shabwah,Shabwah
86,Šabwa,YE,Yemen,70935,Shabwah,Shabwah
87,Shabwa,YE,Yemen,70935,Shabwah,Shabwah
89,Shabwah Séng,YE,Yemen,70935,Shabwah,Shabwah
90,Szabwa,YE,Yemen,70935,Shabwah,Shabwah
91,Wilaya ya Shabwah,YE,Yemen,70935,Shabwah,Shabwah
92,استان شبوه,YE,Yemen,70935,Shabwah,Shabwah
93,شبوة,YE,Yemen,70935,Shabwah,Shabwah
94,محافظة شبوة,YE,Yemen,70935,Shabwah,Shabwah
95,محافظہ شبوہ,YE,Yemen,70935,Shabwah,Shabwah
96,שבוה,YE,Yemen,70935,Shabwah,Shabwah
97,Шабва,YE,Yemen,70935,Shabwah,Shabwah
98,Шабуа,YE,Yemen,70935,Shabwah,Shabwah
99,შაბვის მუჰაფაზა,YE,Yemen,70935,Shabwah,Shabwah
100,शबवाह प्रान्त,YE,Yemen,70935,Shabwah,Shabwah
101,シャブワ県,YE,Yemen,70935,Shabwah,Shabwah
102,舍卜沃省,YE,Yemen,70935,Shabwah,Shabwah
104,صنعاء,YE,Yemen,71132,Sanaa,Sanaa
105,محافظة صنعاء,YE,Yemen,71132,Sanaa,Sanaa
108,Sa'dah,YE,Yemen,71333,Muḩāfaz̧at Şa‘dah,Muhafazat Sa'dah
69,Muhafazat Ta`izz,YE,Yemen,70222,Muḩāfaz̧at Ta‘izz,Muhafazat Ta`izz
106,Muhafazat Sa'dah,YE,Yemen,71333,Muḩāfaz̧at Şa‘dah,Muhafazat Sa'dah
109,Şa‘dah,YE,Yemen,71333,Muḩāfaz̧at Şa‘dah,Muhafazat Sa'dah
110,صعدة,YE,Yemen,71333,Muḩāfaz̧at Şa‘dah,Muhafazat Sa'dah
111,محافظة صعدة,YE,Yemen,71333,Muḩāfaz̧at Şa‘dah,Muhafazat Sa'dah
114,Raima,YE,Yemen,71532,Muḩāfaz̧at Raymah,Muhafazat Raymah
115,Raymah,YE,Yemen,71532,Muḩāfaz̧at Raymah,Muhafazat Raymah
116,Ma'rib,YE,Yemen,72966,Muḩāfaz̧at Ma’rib,Muhafazat Ma'rib
117,Ma’rib,YE,Yemen,72966,Muḩāfaz̧at Ma’rib,Muhafazat Ma'rib
122,المحويت,YE,Yemen,73200,Al Maḩwīt,Al Mahwit
123,Al Jawf,YE,Yemen,74222,Muḩāfaz̧at al Jawf,Muhafazat al Jawf
126,Hadramaout,YE,Yemen,75411,Muḩāfaz̧at Ḩaḑramawt,Muhafazat Hadramawt
129,حضرموت,YE,Yemen,75411,Muḩāfaz̧at Ḩaḑramawt,Muhafazat Hadramawt
130,محافظة حضرموت,YE,Yemen,75411,Muḩāfaz̧at Ḩaḑramawt,Muhafazat Hadramawt
131,Dhamar,YE,Yemen,76183,Muḩāfaz̧at Dhamār,Muhafazat Dhamar
132,Dhamār,YE,Yemen,76183,Muḩāfaz̧at Dhamār,Muhafazat Dhamar
135,ذمار,YE,Yemen,76183,Muḩāfaz̧at Dhamār,Muhafazat Dhamar
136,محافظة ذمار,YE,Yemen,76183,Muḩāfaz̧at Dhamār,Muhafazat Dhamar
137,Al Mahra,YE,Yemen,78985,Al Mahrah,Al Mahrah
139,المهرة,YE,Yemen,78985,Al Mahrah,Al Mahrah
140,محافظة المهرة,YE,Yemen,78985,Al Mahrah,Al Mahrah
141,Al Hudaydah,YE,Yemen,79416,Muḩāfaz̧at al Ḩudaydah,Muhafazat al Hudaydah
142,Al Hudaydah Governorate,YE,Yemen,79416,Muḩāfaz̧at al Ḩudaydah,Muhafazat al Hudaydah
145,الحديدة,YE,Yemen,79416,Muḩāfaz̧at al Ḩudaydah,Muhafazat al Hudaydah
146,محافظة الحديدة,YE,Yemen,79416,Muḩāfaz̧at al Ḩudaydah,Muhafazat al Hudaydah
147,Al Bayda',YE,Yemen,79838,Al Bayda Governorate,Al Bayda Governorate
149,البيضاء,YE,Yemen,79838,Al Bayda Governorate,Al Bayda Governorate
150,محافظة البيضاء,YE,Yemen,79838,Al Bayda Governorate,Al Bayda Governorate
151,Aden,YE,Yemen,80412,Muḩāfaz̧at ‘Adan,Muhafazat 'Adan
152,Aden Governorate,YE,Yemen,80412,Muḩāfaz̧at ‘Adan,Muhafazat 'Adan
153,Aden Municipality,YE,Yemen,80412,Muḩāfaz̧at ‘Adan,Muhafazat 'Adan
154,First Governorate,YE,Yemen,80412,Muḩāfaz̧at ‘Adan,Muhafazat 'Adan
155,Governorate Number One,YE,Yemen,80412,Muḩāfaz̧at ‘Adan,Muhafazat 'Adan
158,عدن,YE,Yemen,80412,Muḩāfaz̧at ‘Adan,Muhafazat 'Adan
159,محافظة عدن,YE,Yemen,80412,Muḩāfaz̧at ‘Adan,Muhafazat 'Adan
160,Abyan,YE,Yemen,80425,Muḩāfaz̧at Abyan,Muhafazat Abyan
164,درنة,LY,Libya,87204,Darnah,Darnah
165,شعبية درنة,LY,Libya,87204,Darnah,Darnah
168,بنغازي,LY,Libya,88318,Sha‘bīyat Banghāzī,Sha'biyat Banghazi
169,شعبية بنغازي,LY,Libya,88318,Sha‘bīyat Banghāzī,Sha'biyat Banghazi
171,المرج,LY,Libya,88904,Al Marj,Al Marj
172,شعبية المرج,LY,Libya,88904,Al Marj,Al Marj
173,쿠프라 주,LY,Libya,88932,Al Kufrah,Al Kufrah
174,Al-Koufrah,LY,Libya,88932,Al Kufrah,Al Kufrah
175,Al-Kufra,LY,Libya,88932,Al Kufrah,Al Kufrah
177,Al Kufrah Destrict,LY,Libya,88932,Al Kufrah,Al Kufrah
178,Distretto di Cufra,LY,Libya,88932,Al Kufrah,Al Kufrah
179,Districtul Al Kufrah,LY,Libya,88932,Al Kufrah,Al Kufrah
180,Distrikto Al Kufra,LY,Libya,88932,Al Kufrah,Al Kufrah
181,El Kufra ili,LY,Libya,88932,Al Kufrah,Al Kufrah
182,Kofra,LY,Libya,88932,Al Kufrah,Al Kufrah
183,Kufra,LY,Libya,88932,Al Kufrah,Al Kufrah
184,Kufra District,LY,Libya,88932,Al Kufrah,Al Kufrah
185,Kufra tartomány,LY,Libya,88932,Al Kufrah,Al Kufrah
186,Kufriän,LY,Libya,88932,Al Kufrah,Al Kufrah
187,Kufros savivaldybė,LY,Libya,88932,Al Kufrah,Al Kufrah
188,Munizip al-Kufra,LY,Libya,88932,Al Kufrah,Al Kufrah
189,استان کفره,LY,Libya,88932,Al Kufrah,Al Kufrah
190,الكفرة,LY,Libya,88932,Al Kufrah,Al Kufrah
191,شعبية الكفرة,LY,Libya,88932,Al Kufrah,Al Kufrah
192,کفرہ ضلع,LY,Libya,88932,Al Kufrah,Al Kufrah
193,Муніцыпалітэт Эль-Куфра,LY,Libya,88932,Al Kufrah,Al Kufrah
194,Эль-Куфра,LY,Libya,88932,Al Kufrah,Al Kufrah
195,ელ-კუფრა,LY,Libya,88932,Al Kufrah,Al Kufrah
196,庫夫拉省,LY,Libya,88932,Al Kufrah,Al Kufrah
197,クフラ県,LY,Libya,88932,Al Kufrah,Al Kufrah
198,Basra,IQ,Iraq,89341,Muḩāfaz̧at al Başrah,Muhafazat al Basrah
199,Basra Governorate,IQ,Iraq,89341,Muḩāfaz̧at al Başrah,Muhafazat al Basrah
202,البصرة,IQ,Iraq,89341,Muḩāfaz̧at al Başrah,Muhafazat al Basrah
205,Salah ad Din,IQ,Iraq,91695,Muhafazat Salah ad Din,Muhafazat Salah ad Din
206,Salah ad Din Governorate,IQ,Iraq,91695,Muhafazat Salah ad Din,Muhafazat Salah ad Din
207,Salah Al-Din Governorate,IQ,Iraq,91695,Muhafazat Salah ad Din,Muhafazat Salah ad Din
210,الموصل,IQ,Iraq,92877,Muḩāfaz̧at Nīnawá,Muhafazat Ninawa
211,Maysan,IQ,Iraq,93540,Muḩāfaz̧at Maysān,Muhafazat Maysan
214,العمارە,IQ,Iraq,93540,Muḩāfaz̧at Maysān,Muhafazat Maysan
215,ميسان,IQ,Iraq,93540,Muḩāfaz̧at Maysān,Muhafazat Maysan
112,Muhafazat Raymah,YE,Yemen,71532,Muḩāfaz̧at Raymah,Muhafazat Raymah
118,Muhafazat Ma'rib,YE,Yemen,72966,Muḩāfaz̧at Ma’rib,Muhafazat Ma'rib
120,Al Mahwit,YE,Yemen,73200,Al Maḩwīt,Al Mahwit
124,Muhafazat al Jawf,YE,Yemen,74222,Muḩāfaz̧at al Jawf,Muhafazat al Jawf
127,Muhafazat Hadramawt,YE,Yemen,75411,Muḩāfaz̧at Ḩaḑramawt,Muhafazat Hadramawt
133,Muhafazat Dhamar,YE,Yemen,76183,Muḩāfaz̧at Dhamār,Muhafazat Dhamar
143,Muhafazat al Hudaydah,YE,Yemen,79416,Muḩāfaz̧at al Ḩudaydah,Muhafazat al Hudaydah
156,Muhafazat 'Adan,YE,Yemen,80412,Muḩāfaz̧at ‘Adan,Muhafazat 'Adan
161,Muhafazat Abyan,YE,Yemen,80425,Muḩāfaz̧at Abyan,Muhafazat Abyan
166,Sha'biyat Banghazi,LY,Libya,88318,Sha‘bīyat Banghāzī,Sha'biyat Banghazi
200,Muhafazat al Basrah,IQ,Iraq,89341,Muḩāfaz̧at al Başrah,Muhafazat al Basrah
208,Muhafazat Ninawa,IQ,Iraq,92877,Muḩāfaz̧at Nīnawá,Muhafazat Ninawa
212,Muhafazat Maysan,IQ,Iraq,93540,Muḩāfaz̧at Maysān,Muhafazat Maysan
218,كربلاء,IQ,Iraq,94823,Muḩāfaz̧at Karbalā’,Muhafazat Karbala'
219,Arbīl,IQ,Iraq,95445,Muḩāfaz̧at Arbīl,Muhafazat Arbil
220,Hewlêr,IQ,Iraq,95445,Muḩāfaz̧at Arbīl,Muhafazat Arbil
223,Parêzga-î Hewlêr,IQ,Iraq,95445,Muḩāfaz̧at Arbīl,Muhafazat Arbil
224,پارێزگاى هەولێر,IQ,Iraq,95445,Muḩāfaz̧at Arbīl,Muhafazat Arbil
225,محافظة اربيل,IQ,Iraq,95445,Muḩāfaz̧at Arbīl,Muhafazat Arbil
226,هەولێر,IQ,Iraq,95445,Muḩāfaz̧at Arbīl,Muhafazat Arbil
229,Diyala Province,IQ,Iraq,96965,Diyālá,Diyala
230,بعقوبة,IQ,Iraq,96965,Diyālá,Diyala
231,ديالى,IQ,Iraq,96965,Diyālá,Diyala
232,Dhi Qar,IQ,Iraq,97019,Muḩāfaz̧at Dhī Qār,Muhafazat Dhi Qar
235,الناصرية,IQ,Iraq,97019,Muḩāfaz̧at Dhī Qār,Muhafazat Dhi Qar
236,ذي قار,IQ,Iraq,97019,Muḩāfaz̧at Dhī Qār,Muhafazat Dhi Qar
238,Dihuk,IQ,Iraq,97270,Dihok,Dihok
239,Parêzga-î Dihok,IQ,Iraq,97270,Dihok,Dihok
240,Parêzgeha Dihok,IQ,Iraq,97270,Dihok,Dihok
241,پارێزگەھا دھۆك,IQ,Iraq,97270,Dihok,Dihok
242,پارێزگاى دھۆك,IQ,Iraq,97270,Dihok,Dihok
243,دھۆك,IQ,Iraq,97270,Dihok,Dihok
244,دهوك,IQ,Iraq,97270,Dihok,Dihok
245,Baghdad,IQ,Iraq,98180,Muḩāfaz̧at Baghdād,Muhafazat Baghdad
246,Mayorality of Baghdad,IQ,Iraq,98180,Muḩāfaz̧at Baghdād,Muhafazat Baghdad
249,أمانة العاصمة,IQ,Iraq,98180,Muḩāfaz̧at Baghdād,Muhafazat Baghdad
250,بغداد,IQ,Iraq,98180,Muḩāfaz̧at Baghdād,Muhafazat Baghdad
253,الحلّة,IQ,Iraq,98227,Muḩāfaz̧at Bābil,Muhafazat Babil
254,بابل,IQ,Iraq,98227,Muḩāfaz̧at Bābil,Muhafazat Babil
255,Kerkuk,IQ,Iraq,98410,Muḩāfaz̧at Kirkūk,Muhafazat Kirkuk
256,Kirkuk,IQ,Iraq,98410,Muḩāfaz̧at Kirkūk,Muhafazat Kirkuk
259,كەركوك,IQ,Iraq,98410,Muḩāfaz̧at Kirkūk,Muhafazat Kirkuk
262,Parêzga-î Slêmanî,IQ,Iraq,98465,Muḩāfaz̧at as Sulaymānīyah,Muhafazat as Sulaymaniyah
263,Slêmanî,IQ,Iraq,98465,Muḩāfaz̧at as Sulaymānīyah,Muhafazat as Sulaymaniyah
264,پارێزگاى سلێمانى,IQ,Iraq,98465,Muḩāfaz̧at as Sulaymānīyah,Muhafazat as Sulaymaniyah
265,سلێمانى,IQ,Iraq,98465,Muḩāfaz̧at as Sulaymānīyah,Muhafazat as Sulaymaniyah
267,النجف,IQ,Iraq,98862,An Najaf,An Najaf
268,النجف الأشرف,IQ,Iraq,98862,An Najaf,An Najaf
269,محافظة النجف الأشرف,IQ,Iraq,98862,An Najaf,An Najaf
272,الديوانية,IQ,Iraq,99022,Muḩāfaz̧at al Qādisīyah,Muhafazat al Qadisiyah
273,القادسية,IQ,Iraq,99022,Muḩāfaz̧at al Qādisīyah,Muhafazat al Qadisiyah
276,السماوە,IQ,Iraq,99032,Muḩāfaz̧at al Muthanná,Muhafazat al Muthanna
277,المثنى,IQ,Iraq,99032,Muḩāfaz̧at al Muthanná,Muhafazat al Muthanna
278,Al-Anbar Governorate,IQ,Iraq,99592,Muḩāfaz̧at al Anbār,Muhafazat al Anbar
279,Al Rumādī,IQ,Iraq,99592,Muḩāfaz̧at al Anbār,Muhafazat al Anbar
280,Anbar,IQ,Iraq,99592,Muḩāfaz̧at al Anbār,Muhafazat al Anbar
281,Anbar Governorate,IQ,Iraq,99592,Muḩāfaz̧at al Anbār,Muhafazat al Anbar
284,الانبار,IQ,Iraq,99592,Muḩāfaz̧at al Anbār,Muhafazat al Anbar
285,الرمادي,IQ,Iraq,99592,Muḩāfaz̧at al Anbār,Muhafazat al Anbar
288,Tabuk,SA,Saudi Arabia,101627,Minţaqat Tabūk,Mintaqat Tabuk
289,تبوك,SA,Saudi Arabia,101627,Minţaqat Tabūk,Mintaqat Tabuk
290,منطقة تبوك,SA,Saudi Arabia,101627,Minţaqat Tabūk,Mintaqat Tabuk
293,Najran,SA,Saudi Arabia,103628,Minţaqat Najrān,Mintaqat Najran
294,منطقة نجران,SA,Saudi Arabia,103628,Minţaqat Najrān,Mintaqat Najran
295,نجران,SA,Saudi Arabia,103628,Minţaqat Najrān,Mintaqat Najran
296,La Mecque,SA,Saudi Arabia,104514,Makkah Province,Makkah Province
298,Mekka,SA,Saudi Arabia,104514,Makkah Province,Makkah Province
299,Jāzān,SA,Saudi Arabia,105298,Jizan Region,Jizan Region
300,Jizan,SA,Saudi Arabia,105298,Jizan Region,Jizan Region
301,Jīzān,SA,Saudi Arabia,105298,Jizan Region,Jizan Region
303,Région de Jizan,SA,Saudi Arabia,105298,Jizan Region,Jizan Region
304,جازان,SA,Saudi Arabia,105298,Jizan Region,Jizan Region
305,Ḩā’il,SA,Saudi Arabia,106280,Hai’l Region,Hai'l Region
306,Haïl,SA,Saudi Arabia,106280,Hai’l Region,Hai'l Region
309,منطقة حائل,SA,Saudi Arabia,106280,Hai’l Region,Hai'l Region
310,Asir,SA,Saudi Arabia,108179,Minţaqat ‘Asīr,Mintaqat 'Asir
311,'Asir,SA,Saudi Arabia,108179,Minţaqat ‘Asīr,Mintaqat 'Asir
314,عسير,SA,Saudi Arabia,108179,Minţaqat ‘Asīr,Mintaqat 'Asir
315,منطقة عسير,SA,Saudi Arabia,108179,Minţaqat ‘Asīr,Mintaqat 'Asir
316,Ach-Charqiya,SA,Saudi Arabia,108241,Al Minţaqah ash Sharqīyah,Al Mintaqah ash Sharqiyah
319,Eastern District,SA,Saudi Arabia,108241,Al Minţaqah ash Sharqīyah,Al Mintaqah ash Sharqiyah
320,Eastern Province,SA,Saudi Arabia,108241,Al Minţaqah ash Sharqīyah,Al Mintaqah ash Sharqiyah
321,Eastern Region,SA,Saudi Arabia,108241,Al Minţaqah ash Sharqīyah,Al Mintaqah ash Sharqiyah
322,الشرقية,SA,Saudi Arabia,108241,Al Minţaqah ash Sharqīyah,Al Mintaqah ash Sharqiyah
216,Muhafazat Karbala',IQ,Iraq,94823,Muḩāfaz̧at Karbalā’,Muhafazat Karbala'
221,Muhafazat Arbil,IQ,Iraq,95445,Muḩāfaz̧at Arbīl,Muhafazat Arbil
227,Diyala,IQ,Iraq,96965,Diyālá,Diyala
233,Muhafazat Dhi Qar,IQ,Iraq,97019,Muḩāfaz̧at Dhī Qār,Muhafazat Dhi Qar
247,Muhafazat Baghdad,IQ,Iraq,98180,Muḩāfaz̧at Baghdād,Muhafazat Baghdad
251,Muhafazat Babil,IQ,Iraq,98227,Muḩāfaz̧at Bābil,Muhafazat Babil
257,Muhafazat Kirkuk,IQ,Iraq,98410,Muḩāfaz̧at Kirkūk,Muhafazat Kirkuk
260,Muhafazat as Sulaymaniyah,IQ,Iraq,98465,Muḩāfaz̧at as Sulaymānīyah,Muhafazat as Sulaymaniyah
270,Muhafazat al Qadisiyah,IQ,Iraq,99022,Muḩāfaz̧at al Qādisīyah,Muhafazat al Qadisiyah
274,Muhafazat al Muthanna,IQ,Iraq,99032,Muḩāfaz̧at al Muthanná,Muhafazat al Muthanna
282,Muhafazat al Anbar,IQ,Iraq,99592,Muḩāfaz̧at al Anbār,Muhafazat al Anbar
286,Mintaqat Tabuk,SA,Saudi Arabia,101627,Minţaqat Tabūk,Mintaqat Tabuk
291,Mintaqat Najran,SA,Saudi Arabia,103628,Minţaqat Najrān,Mintaqat Najran
307,Hai'l Region,SA,Saudi Arabia,106280,Hai’l Region,Hai'l Region
312,Mintaqat 'Asir,SA,Saudi Arabia,108179,Minţaqat ‘Asīr,Mintaqat 'Asir
317,Al Mintaqah ash Sharqiyah,SA,Saudi Arabia,108241,Al Minţaqah ash Sharqīyah,Al Mintaqah ash Sharqiyah
323,المنطقة الشرقية,SA,Saudi Arabia,108241,Al Minţaqah ash Sharqīyah,Al Mintaqah ash Sharqiyah
324,Ar Riyāḑ,SA,Saudi Arabia,108411,Minţaqat ar Riyāḑ,Mintaqat ar Riyad
327,Riyad,SA,Saudi Arabia,108411,Minţaqat ar Riyāḑ,Mintaqat ar Riyad
328,Riyadh Province,SA,Saudi Arabia,108411,Minţaqat ar Riyāḑ,Mintaqat ar Riyad
329,الرياض,SA,Saudi Arabia,108411,Minţaqat ar Riyāḑ,Mintaqat ar Riyad
330,منطقة الرياض,SA,Saudi Arabia,108411,Minţaqat ar Riyāḑ,Mintaqat ar Riyad
331,منطقة الرياض‎,SA,Saudi Arabia,108411,Minţaqat ar Riyāḑ,Mintaqat ar Riyad
332,Al Qasim,SA,Saudi Arabia,108933,Al-Qassim Province,Al-Qassim Province
333,Al-Qassim,SA,Saudi Arabia,108933,Al-Qassim Province,Al-Qassim Province
335,ELQ,SA,Saudi Arabia,108933,Al-Qassim Province,Al-Qassim Province
336,Middle Najd,SA,Saudi Arabia,108933,Al-Qassim Province,Al-Qassim Province
337,Qaseem Region,SA,Saudi Arabia,108933,Al-Qassim Province,Al-Qassim Province
338,القصيم,SA,Saudi Arabia,108933,Al-Qassim Province,Al-Qassim Province
339,منطقة القصيم,SA,Saudi Arabia,108933,Al-Qassim Province,Al-Qassim Province
342,Médine,SA,Saudi Arabia,109224,Al Madīnah al Munawwarah,Al Madinah al Munawwarah
343,المدينة المنورة,SA,Saudi Arabia,109224,Al Madīnah al Munawwarah,Al Madinah al Munawwarah
344,منطقة المدينة المنورة,SA,Saudi Arabia,109224,Al Madīnah al Munawwarah,Al Madinah al Munawwarah
346,الجوف,SA,Saudi Arabia,109470,Al Jawf,Al Jawf
347,منطقة الجوف,SA,Saudi Arabia,109470,Al Jawf,Al Jawf
348,Al-Hudud ach-Chamaliya,SA,Saudi Arabia,109579,Minţaqat al Ḩudūd ash Shamālīyah,Mintaqat al Hudud ash Shamaliyah
351,Nordgrenseregionen,SA,Saudi Arabia,109579,Minţaqat al Ḩudūd ash Shamālīyah,Mintaqat al Hudud ash Shamaliyah
352,Northern Borders,SA,Saudi Arabia,109579,Minţaqat al Ḩudūd ash Shamālīyah,Mintaqat al Hudud ash Shamaliyah
353,الحدود الشمالية,SA,Saudi Arabia,109579,Minţaqat al Ḩudūd ash Shamālīyah,Mintaqat al Hudud ash Shamaliyah
354,منطقة الحدود الشمالية,SA,Saudi Arabia,109579,Minţaqat al Ḩudūd ash Shamālīyah,Mintaqat al Hudud ash Shamaliyah
355,Al Bahah,SA,Saudi Arabia,109954,Minţaqat al Bāḩah,Mintaqat al Bahah
358,الباحة,SA,Saudi Arabia,109954,Minţaqat al Bāḩah,Mintaqat al Bahah
359,منطقة الباحة,SA,Saudi Arabia,109954,Minţaqat al Bāḩah,Mintaqat al Bahah
362,Tehrān,IR,Iran,110791,Ostān-e Tehrān,Ostan-e Tehran
363,اُستانِ تِهران,IR,Iran,110791,Ostān-e Tehrān,Ostan-e Tehran
364,تِهِرَن,IR,Iran,110791,Ostān-e Tehrān,Ostan-e Tehran
367,Província de Zanjan,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
368,Provincia de Zanyán,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
369,Regione di Zanjan,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
370,Zandschan,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
371,Zanjan,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
372,Zanjān,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
373,Zanjan Province,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
374,Zencan Eyaleti,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
375,Zəncan ostanı,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
376,Zengan,IR,Iran,111452,Ostān-e Zanjān,Ostan-e Zanjan
